CASENUM,VEH_NO,PSU,PSU_VAR,PSUSTRAT,REGION,REGIONNAME,URBANICITY,URBANICITYNAME,STRATUM,STRATUMNAME,PJ,WEIGHT,VE_FORMS,MONTH,MONTHNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,NUMOCCS,NUMOCCSNAME,UNITTYPE,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,MDLYR_IM,MDLYR_IMNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,MAKENAME,MODEL,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,GVWR_TO,GVWR_TONAME,TOW_VEH,TOW_VEHNAME,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR3VIN,TRLR3VINNAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,TRLR2GVWRNAME,TRLR3GVWR,TRLR3GVWRNAME,J_KNIFE,J_KNIFENAME,MCARR_ID,MCARR_IDNAME,MCARR_I1,MCARR_I1NAME,MCARR_I2,MCARR_I2NAME,V_CONFIG,V_CONFIGNAME,CARGO_BT,CARGO_BTNAME,HAZ_INV,HAZ_INVNAME,HAZ_PLAC,HAZ_PLACNAME,HAZ_ID,HAZ_IDNAME,HAZ_CNO,HAZ_CNONAME,HAZ_REL,HAZ_RELNAME,BUS_USE,BUS_USENAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,TRAV_SP,TRAV_SPNAME,UNDEROVERRIDE,UNDEROVERRIDENAME,ROLLOVER,ROLLOVERNAME,ROLINLOC,ROLINLOCNAME,IMPACT1,IMPACT1NAME,IMPACT1_IM,IMPACT1_IMNAME,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,VEVENT_IM,VEVENT_IMNAME,FIRE_EXP,FIRE_EXPNAME,MAX_VSEV,MAX_VSEVNAME,MXVSEV_IM,MXVSEV_IMNAME,NUM_INJV,NUM_INJVNAME,NUMINJ_IM,NUMINJ_IMNAME,VEH_ALCH,VEH_ALCHNAME,V_ALCH_IM,V_ALCH_IMNAME,MAK_MOD,MAK_MODNAME,DR_PRES,DR_PRESNAME,DR_ZIP,DR_ZIPNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,PCRASH1_IM,PCRASH1_IMNAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME
202102930996,2,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4147,23.406775625,4,1,January,12,12:00pm-12:59pm,15,15,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1FAHP3F26CL1,1FAHP3F26CL1,2012,2012,2012,2012,460,Ford,1779,Focus,13,Sedan/Saloon,12,Ford,37,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In- Transport,0,No Underride or Override,0,No Rollover,0,No Rollover,6,6 Clock Point,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,12037,Ford Focus,1,Yes,99998,Not Reported,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,5,Stopped in Roadway,5,Stopped in Roadway,53,Traveling in same direction with higher speed,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,21,"D21-Same Trafficway, Same Direction-Rear End-Stopped, Straight"
202102930996,3,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4147,23.406775625,4,1,January,12,12:00pm-12:59pm,15,15,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1FMHK7D85CGA,1FMHK7D85CGA,2012,2012,2012,2012,460,Ford,1800,Explorer,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,Ford,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,50,050 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved,12401,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",1,Yes,99998,Not Reported,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type
202102930996,4,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4147,23.406775625,4,1,January,12,12:00pm-12:59pm,15,15,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,KNDMG4C3XA63,KNDMG4C3XA63,2010,2010,2010,2010,499,Kia,2740,Sedona,2,Minivan,63,KIA,441,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In- Transport,0,No Underride or Override,0,No Rollover,0,No Rollover,6,6 Clock Point,6,6 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,63441,KIA Sedona,1,Yes,99998,Not Reported,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,5,Stopped in Roadway,5,Stopped in Roadway,53,Traveling in same direction with higher speed,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type
202102931009,1,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4142,28.766675049,1,1,January,7,7:00am-7:59am,8,8,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,5NPD84LFXHH1,5NPD84LFXHH1,2017,2017,2017,2017,498,Hyundai,2735,Elantra,13,Sedan/Saloon,55,Hyundai,35,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,35,035 MPH,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,2,Minor Damage,5,Not Towed,8,Pedestrian,8,Pedestrian,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,55035,Hyundai Elantra,1,Yes,33617,33617,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",4,Four lanes,40,40 MPH,1,Straight,1,Level,1,Dry,98,Other,3,Device Functioning Properly,1,Going Straight,1,Going Straight,82,Pedestrian unknown location,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal
202102931030,1,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4142,141.32800896,3,1,January,14,2:00pm-2:59pm,8,8,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,3N1AB7AP7FL6,3N1AB7AP7FL6,2015,2015,2015,2015,478,Nissan,1907,Sentra,13,Sedan/Saloon,35,Nissan/Datsun,43,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,35,035 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,35043,Nissan/Datsun Sentra,1,Yes,34638,34638,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,35,35 MPH,1,Straight,1,Level,1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,1,Going Straight,50,Other vehicle stopped,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,20,"D20-Same Trafficway, Same Direction-Rear End-Stopped"
202102931030,2,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4142,141.32800896,3,1,January,14,2:00pm-2:59pm,8,8,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,02,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,JHMCP26898C0,JHMCP26898C0,2008,2008,2008,2008,474,Honda,1861,Accord,13,Sedan/Saloon,37,Honda,32,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In- Transport,0,No Underride or Override,0,No Rollover,0,No Rollover,6,6 Clock Point,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Possible Injury (C),1,Possible Injury (C),2,2,2,2,2,No Alcohol Involved,2,No Alcohol Involved,37032,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1,Yes,33604,33604,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,35,35 MPH,1,Straight,1,Level,1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,5,Stopped in Roadway,5,Stopped in Roadway,53,Traveling in same direction with higher speed,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,21,"D21-Same Trafficway, Same Direction-Rear End-Stopped, Straight"
202102931030,3,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4142,141.32800896,3,1,January,14,2:00pm-2:59pm,8,8,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1N4AA5AP7EC4,1N4AA5AP7EC4,2014,2014,2014,2014,478,Nissan,2302,Maxima,13,Sedan/Saloon,35,Nissan/Datsun,39,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In- Transport,0,No Underride or Override,0,No Rollover,0,No Rollover,6,6 Clock Point,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,35039,Nissan/Datsun 810/Maxima,1,Yes,33612,33612,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,35,35 MPH,1,Straight,1,Level,1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,5,Stopped in Roadway,5,Stopped in Roadway,53,Traveling in same direction with higher speed,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type
202102931087,1,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4142,234.37489507,2,1,January,16,4:00pm-4:59pm,51,51,12,Motor Vehicle In-Transport,6,Angle,99,Unknown,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,888888888888,Not Reported,9999,Unknown,2015,2015,99999,Unknown,99999,Unknown,999,Unknown,99,Unknown Make,999,99,Unknown body type,0,Not Applicable,98,Not Reported,98,Not Reported,0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,99999999999,Unknown,99,Unknown,999999999,Unknown,99,Unknown,99,Unknown,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,99,Reported as Unknown,99,Reported as Unknown,0,Not Applicable,998,Not Reported,0,No Underride or Override,0,No Rollover,0,No Rollover,11,11 Clock Point,11,11 Clock Point,9,Reported as Unknown,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,9,Unknown/Not Reported,0,No Apparent Injury (O),99,All Persons in Vehicle are unknown if Injured,0,No Person Injured in Vehicle,9,Reported as Unknown,2,No Alcohol Involved,99999,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",1,Yes,99998,Not Reported,0,No,1,"Two-Way, Not Divided",2,Two lanes,98,Not Reported,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,99,Unknown,10,Turning Right,11,Over the lane line on right side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",85,K85-Trafficway Vehicle Turning-Turn Into Path-Specifics Unknown
202102931087,2,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4142,234.37489507,2,1,January,16,4:00pm-4:59pm,51,51,12,Motor Vehicle In-Transport,6,Angle,2,02,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,55SWF4JB1FU0,55SWF4JB1FU0,2015,2015,2015,2015,449,Mercedes-Benz,2085,C-Class,13,Sedan/Saloon,42,Mercedes-Benz,42,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,10,010 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,42042,Mercedes-Benz C Class (94 on),1,Yes,33617,33617,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,98,Not Reported,20,Stop Sign,3,Device Functioning Properly,10,Turning Right,10,Turning Right,16,Turning Right,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,85,K85-Trafficway Vehicle Turning-Turn Into Path-Specifics Unknown
202102931092,1,37,37,24,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,4,Stratum 4 - LMY PV Serious Injury,4136,13.453898128,2,1,January,14,2:00pm-2:59pm,22,22,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1G6AA5RAXE01,1G6AA5RAXE01,2014,2014,2014,2014,469,Cadillac,1824,ATS,13,Sedan/Saloon,19,Cadillac,24,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,0,No Underride or Override,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,8,Not Reported,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,9,Reported as Unknown,2,No Alcohol Involved,19024,Cadillac ATS,1,Yes,98903,98903,0,No,1,"Two-Way, Not Divided",6,Six lanes,35,35 MPH,1,Straight,1,Level,2,Wet,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,50,Other vehicle stopped,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,20,"D20-Same Trafficway, Same Direction-Rear End-Stopped"
202102931092,2,37,37,24,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,4,Stratum 4 - LMY PV Serious Injury,4136,13.453898128,2,1,January,14,2:00pm-2:59pm,22,22,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1GCRYDED0LZ3,1GCRYDED0LZ3,2020,2020,2020,2020,467,Chevrolet,1850,Silverado,60,Pickup,20,Chevrolet,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In- Transport,0,No Underride or Override,0,No Rollover,0,No Rollover,6,6 Clock Point,6,6 Clock Point,8,Not Reported,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved,20481,"Chevrolet C, K, R, V-series pickup/Silverado",1,Yes,98942,98942,0,No,1,"Two-Way, Not Divided",6,Six lanes,35,35 MPH,1,Straight,1,Level,2,Wet,0,No Controls,0,No Controls,5,Stopped in Roadway,5,Stopped in Roadway,53,Traveling in same direction with higher speed,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,21,"D21-Same Trafficway, Same Direction-Rear End-Stopped, Straight"
202102931258,1,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4148,23.38947635,1,1,January,21,9:00pm-9:59pm,58,58,10,Railway Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,JN8AS58T19W3,JN8AS58T19W3,2009,2009,2009,2009,478,Nissan,1913,Rogue,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),35,Nissan/Datsun,51,6,Station Wagon (excluding van and truck based),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,10,Railway Vehicle,10,Railway Vehicle,0,No or Not Reported,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved,35051,"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",1,Yes,38105,38105,0,No,1,"Two-Way, Not Divided",8,Not Reported,35,35 MPH,1,Straight,1,Level,1,Dry,65,Railway Crossing Device,3,Device Functioning Properly,1,Going Straight,1,Going Straight,90,Object in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,12,C12-Single Driver-Forward Impact-Sta. Object
